industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
comercializacion e importacion de productos para riego,,,Servicios y Tecnologías de la Información,42.10526315789474,Productos Farmacéuticos,38.96103896103896,Logística y Cadena de Suministro,34.883720930232556,Desarrollo de Software,34.21052631578948,Servicios Profesionales,33.76623376623377
comercializacion mayorista de autopartes y aceites,,,"Sanidad, Bienestar y Ejercicio",50.0,Hospitales y Atención Sanitaria,41.97530864197531,Servicios y Tecnologías de la Información,41.75824175824176,Logística y Cadena de Suministro,41.46341463414634,Desarrollo de Software,38.888888888888886
comercializadora,,,Servicios Públicos,41.1764705882353,Telecomunicaciones,41.1764705882353,Hospitales y Atención Sanitaria,38.297872340425535,Servicios Profesionales,35.8974358974359,Educación Superior,35.294117647058826
comercializamos productos de la mas alta calidad,,,Productos Farmacéuticos,45.070422535211264,Servicios y Tecnologías de la Información,44.943820224719104,Logística y Cadena de Suministro,37.5,Servicios Profesionales,33.80281690140845,"Sanidad, Bienestar y Ejercicio",33.33333333333333
comerciantes al por mayor de comestibles y productos relacionados,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,41.509433962264154,Hospitales y Atención Sanitaria,39.583333333333336,Logística y Cadena de Suministro,39.175257731958766,"Sanidad, Bienestar y Ejercicio",37.89473684210526
comercio,,,Servicios Públicos,53.84615384615385,Telecomunicaciones,46.15384615384615,Seguros,40.0,Servicios Profesionales,38.70967741935484,Educación Superior,38.46153846153846
comercio al por mator,,,Venta al por Mayor,56.41025641025641,Servicios Públicos,41.02564102564103,"Sanidad, Bienestar y Ejercicio",39.21568627450981,Productos Farmacéuticos,36.36363636363637,Servicios Profesionales,36.36363636363637
comercio al por mayor,,,Venta al por Mayor,56.41025641025641,Servicios Públicos,41.02564102564103,Petróleo y Gas,40.0,"Sanidad, Bienestar y Ejercicio",39.21568627450981,Productos Farmacéuticos,36.36363636363637
comercio al por mayor de alimentos y bebidas,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,44.73684210526316,"Sanidad, Bienestar y Ejercicio",43.24324324324324,Servicios y Tecnologías de la Información,42.35294117647059,Desarrollo de Software,36.36363636363637
comercio al por mayor de azucar chocolate y confiteria,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,44.18604651162791,Servicios y Tecnologías de la Información,40.0,Desarrollo de Software,36.8421052631579,"Sanidad, Bienestar y Ejercicio",35.71428571428571
comercio al por mayor de bebidas alcoholicas,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,42.10526315789474,Servicios y Tecnologías de la Información,40.0,"Sanidad, Bienestar y Ejercicio",35.13513513513513,Desarrollo de Software,33.33333333333333
comercio al por mayor de calzado,,,Venta al por Mayor,52.0,Desarrollo de Software,40.74074074074074,Logística y Cadena de Suministro,40.625,Banca de Inversión,40.0,Servicios y Tecnologías de la Información,38.35616438356164
comercio al por mayor de equipos informaticos,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.51162790697674,Logística y Cadena de Suministro,38.96103896103896,Desarrollo de Software,35.82089552238806,Productos Farmacéuticos,35.294117647058826
comercio al por mayor de frutas y verduras frescas,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,41.75824175824176,Logística y Cadena de Suministro,39.02439024390244,"Sanidad, Bienestar y Ejercicio",35.0,Hospitales y Atención Sanitaria,34.5679012345679
comercio al por mayor de maquinaria y equipo agropecuarios,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,42.22222222222222,Servicios y Tecnologías de la Información,40.4040404040404,"Sanidad, Bienestar y Ejercicio",38.63636363636363,Hospitales y Atención Sanitaria,38.20224719101124
comercio al por mayor de materiales de construccion,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,42.69662921348315,Hospitales y Atención Sanitaria,40.50632911392405,Logística y Cadena de Suministro,40.0,"Sanidad, Bienestar y Ejercicio",38.46153846153846
comercio al por mayor de materiales reciclables,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,40.90909090909091,Servicios Profesionales,37.142857142857146,Hospitales y Atención Sanitaria,35.8974358974359,Logística y Cadena de Suministro,35.44303797468355
comercio al por mayor de materias primas agrarias,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,42.22222222222222,"Sanidad, Bienestar y Ejercicio",37.9746835443038,Logística y Cadena de Suministro,37.03703703703704,Desarrollo de Software,33.80281690140845
comercio al por mayor de muebles y articulos para el hogar,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.464646464646464,Hospitales y Atención Sanitaria,35.95505617977528,Logística y Cadena de Suministro,35.55555555555556,Desarrollo de Software,32.5
comercio al por mayor de partes y refacciones nuevas para vehiculos automotores,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,40.0,"Sanidad, Bienestar y Ejercicio",33.027522935779814,Servicios Profesionales,31.372549019607845,Hospitales y Atención Sanitaria,30.909090909090907
comercio al por mayor de petroleo y productos derivados,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,43.75,Productos Farmacéuticos,38.46153846153846,Logística y Cadena de Suministro,36.7816091954023,Desarrollo de Software,36.36363636363637
comercio al por mayor de productos de papel,,,Venta al por Mayor,50.0,Productos Farmacéuticos,44.44444444444444,Servicios y Tecnologías de la Información,37.03703703703704,Desarrollo de Software,35.483870967741936,Servicios Profesionales,34.920634920634924
comercio al por mayor de productos farmaceuticos,,,Productos Farmacéuticos,56.33802816901409,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,40.449438202247194,Telecomunicaciones,36.36363636363637,Logística y Cadena de Suministro,35.0
comercio al por mayor de productos farmaceuticos y articulos diversos,,,Venta al por Mayor,50.0,Productos Farmacéuticos,43.47826086956522,Servicios y Tecnologías de la Información,38.18181818181818,Logística y Cadena de Suministro,35.64356435643565,"Sanidad, Bienestar y Ejercicio",32.32323232323232
comercio al por mayor de quimicos y productos derivados,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,41.666666666666664,Logística y Cadena de Suministro,39.08045977011494,Productos Farmacéuticos,38.46153846153846,Servicios Profesionales,33.33333333333333
comercio al por mayor de vehiculos de motor y sus piezas,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,42.5531914893617,Logística y Cadena de Suministro,40.0,Servicios Profesionales,36.8421052631579,Desarrollo de Software,34.66666666666667
comercio al por menor,,,Venta al por Mayor,61.53846153846154,Educación Superior,41.02564102564103,Servicios Públicos,41.02564102564103,Telecomunicaciones,41.02564102564103,Petróleo y Gas,40.0
comercio al por menor de alimentos y bebidas,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,47.36842105263158,Servicios y Tecnologías de la Información,44.705882352941174,"Sanidad, Bienestar y Ejercicio",40.54054054054054,Desarrollo de Software,36.36363636363637
comercio al por menor de articulos de lujo y joyeria,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,44.44444444444444,Logística y Cadena de Suministro,41.97530864197531,Productos Farmacéuticos,36.111111111111114,Hospitales y Atención Sanitaria,35.0
comercio al por menor de automoviles y camionetas nuevos,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,47.422680412371136,Logística y Cadena de Suministro,38.63636363636363,Productos Farmacéuticos,37.9746835443038,Servicios Profesionales,37.9746835443038
comercio al por menor de comestibles,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,44.15584415584416,Logística y Cadena de Suministro,44.11764705882353,Hospitales y Atención Sanitaria,41.791044776119406,Consultoría de Gestión,41.37931034482759
comercio al por menor de computadores equipos perifericos programas de informatica,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,36.03603603603604,Servicios Profesionales,31.372549019607845,Hospitales y Atención Sanitaria,30.909090909090907
comercio al por menor de electrodomesticos equipos electricos y electronicos,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,42.73504273504273,Logística y Cadena de Suministro,35.18518518518519,Productos Farmacéuticos,32.32323232323232,Servicios Profesionales,32.32323232323232
comercio al por menor de equipos,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.57534246575342,Logística y Cadena de Suministro,40.625,Educación Superior,40.0,Consultoría de Gestión,37.03703703703704
comercio al por menor de equipos de oficina,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.91358024691358,Servicios Profesionales,41.26984126984127,Logística y Cadena de Suministro,38.888888888888886,Desarrollo de Software,38.70967741935484
comercio al por menor de gasolina,,,Venta al por Mayor,50.98039215686274,Logística y Cadena de Suministro,46.15384615384615,Servicios y Tecnologías de la Información,45.945945945945944,Desarrollo de Software,40.0,Servicios Profesionales,39.285714285714285
comercio al por menor de materiales de construccion y equipos de jardineria,,,Venta al por Mayor,50.0,Logística y Cadena de Suministro,39.603960396039604,Servicios y Tecnologías de la Información,38.18181818181818,Hospitales y Atención Sanitaria,38.0,"Sanidad, Bienestar y Ejercicio",32.32323232323232
comercio al por menor de muebles y articulos para el hogar,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.464646464646464,Logística y Cadena de Suministro,37.77777777777778,Hospitales y Atención Sanitaria,35.95505617977528,Desarrollo de Software,32.5
comercio al por menor de prendas de vestir y moda,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,45.97701149425287,Logística y Cadena de Suministro,41.02564102564103,Consultoría de Gestión,38.23529411764706,Banca de Inversión,37.5
comercio al por menor de productos de cuidado e higiene personal,,,Venta al por Mayor,50.0,Productos Farmacéuticos,38.095238095238095,Servicios y Tecnologías de la Información,37.254901960784316,Logística y Cadena de Suministro,32.25806451612904,Desarrollo de Software,31.325301204819283
comercio al por menor de vehiculos de motor,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,41.97530864197531,Servicios Profesionales,41.26984126984127,Logística y Cadena de Suministro,38.888888888888886,Desarrollo de Software,38.70967741935484
comercio al por menor en tiendas departamentales,,,Venta al por Mayor,50.0,Servicios Profesionales,39.436619718309856,Hospitales y Atención Sanitaria,37.9746835443038,Servicios y Tecnologías de la Información,35.95505617977528,"Sanidad, Bienestar y Ejercicio",33.33333333333333
comercio al por menor muebles y equipos de iluminacion,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,46.31578947368421,Logística y Cadena de Suministro,41.86046511627907,Telecomunicaciones,36.111111111111114,Hospitales y Atención Sanitaria,35.294117647058826
comercio de materiales para construccion,,,Hospitales y Atención Sanitaria,45.070422535211264,Servicios y Tecnologías de la Información,44.44444444444444,"Sanidad, Bienestar y Ejercicio",40.0,Logística y Cadena de Suministro,38.888888888888886,Consultoría de Gestión,38.70967741935484
comercio de medicamentos,,,Servicios y Tecnologías de la Información,49.23076923076923,Servicios Profesionales,46.808510638297875,Logística y Cadena de Suministro,42.857142857142854,Telecomunicaciones,42.857142857142854,Productos Farmacéuticos,42.5531914893617
comercio de ropa y accesorios,,,Servicios y Tecnologías de la Información,51.42857142857143,"Sanidad, Bienestar y Ejercicio",47.45762711864407,Logística y Cadena de Suministro,45.90163934426229,Desarrollo de Software,43.13725490196079,Servicios Profesionales,42.30769230769231
comercio equivales a retail y consumo masivo,,,Hospitales y Atención Sanitaria,50.666666666666664,Servicios y Tecnologías de la Información,44.705882352941174,Logística y Cadena de Suministro,39.473684210526315,"Sanidad, Bienestar y Ejercicio",37.83783783783784,Servicios Profesionales,35.82089552238806
comercio farmaceuticos,,,Productos Farmacéuticos,48.888888888888886,Servicios Públicos,45.0,Telecomunicaciones,45.0,Servicios Profesionales,44.44444444444444,Dispositivos Médicos,38.095238095238095
comercio y distribucion,,,Servicios Profesionales,43.47826086956522,"Sanidad, Bienestar y Ejercicio",41.509433962264154,Hospitales y Atención Sanitaria,40.74074074074074,Servicios y Tecnologías de la Información,40.625,Productos Farmacéuticos,39.130434782608695
comestibles,,,Telecomunicaciones,41.37931034482759,Servicios Profesionales,41.1764705882353,Reaseguros,38.095238095238095,Consultoría de Gestión,36.36363636363637,Banca de Inversión,34.48275862068965
comestibles para la venta minorista,,,Venta Minorista,52.0,Hospitales y Atención Sanitaria,48.484848484848484,Logística y Cadena de Suministro,44.776119402985074,Desarrollo de Software,38.59649122807018,Servicios Profesionales,37.93103448275862
commercial contractual,,,Venta Minorista,43.24324324324324,Telecomunicaciones,40.0,Venta al por Mayor,40.0,Hospitales y Atención Sanitaria,37.735849056603776,Productos Farmacéuticos,35.55555555555556
commercial real estate,,,Venta Minorista,48.648648648648646,Venta al por Mayor,45.0,Hospitales y Atención Sanitaria,41.509433962264154,Consultoría de Gestión,40.90909090909091,Desarrollo de Software,40.90909090909091
comms service provider,,,Servicios Públicos,45.0,Servicios Profesionales,44.44444444444444,Banca de Inversión,40.0,Consultoría de Gestión,36.36363636363637,Productos Farmacéuticos,35.55555555555556
communications,,,Telecomunicaciones,75.0,Servicios Públicos,43.75,Productos Farmacéuticos,37.83783783783784,Servicios Profesionales,37.83783783783784,Dispositivos Médicos,35.294117647058826
